country,year,co2,co2_per_capita,renewable_share
Ireland,2010,41.79090118408203,9.166512489318848,13.233724594116213
Ireland,2011,38.054386138916016,8.309538841247559,20.01474380493164
Ireland,2012,38.22391891479492,8.309304237365723,19.379844665527344
Ireland,2013,37.27870559692383,8.060807228088379,22.043851852416992
Ireland,2014,36.849876403808594,7.910693168640137,24.78665542602539
Ireland,2015,38.71539688110352,8.23294448852539,28.021390914916992
Ireland,2016,40.369022369384766,8.492473602294922,24.867549896240234
Ireland,2017,39.04044723510742,8.116082191467285,28.962818145751957
Ireland,2018,38.92236328125,7.98807430267334,33.009708404541016
Ireland,2019,37.19983673095703,7.5402631759643555,38.39140319824219
Ireland,2020,35.05256652832031,7.034992694854736,42.10197067260742
Ireland,2021,37.47368240356445,7.452365398406982,36.73210906982422
Ireland,2022,36.6756706237793,7.1772141456604,38.88723373413086
Norway,1990,35.00899887084961,8.254035949707031,99.7944107055664
Norway,1991,33.465999603271484,7.852885723114014,99.80101013183594
Norway,1992,34.402000427246094,8.026121139526367,99.8206787109375
Norway,1993,35.947998046875,8.336997985839844,99.7995376586914
Norway,1994,37.86299896240234,8.731301307678223,99.64387512207033
Norway,1995,38.46900177001953,8.825207710266113,99.65644073486328
Norway,1996,41.540000915527344,9.48155689239502,99.50328826904295
Norway,1997,41.64400100708008,9.453827857971191,99.5746612548828
Norway,1998,41.8380012512207,9.441455841064451,99.62206268310548
Norway,1999,42.60900115966797,9.54975700378418,99.55842590332033
Norway,2000,42.13100051879883,9.38149070739746,99.71231842041016
Norway,2001,43.51900100708008,9.641642570495604,99.5219268798828
Norway,2002,42.57099914550781,9.380971908569336,99.58537292480467
Norway,2003,43.91899871826172,9.621514320373535,99.40001678466795
Norway,2004,44.25699996948242,9.63839626312256,99.35513305664062
Norway,2005,43.27899932861328,9.361427307128906,99.46812438964844
Norway,2006,43.85900115966797,9.410819053649902,99.32354736328124
Norway,2007,45.60499954223633,9.684611320495604,99.1404037475586
Norway,2008,44.69200134277344,9.37313175201416,99.40505981445312
Norway,2009,43.09799957275391,8.925521850585938,96.57173919677734
Norway,2010,45.65900039672852,9.338823318481444,95.79340362548828
Norway,2011,44.775001525878906,9.040032386779783,96.80775451660156
Norway,2012,44.257999420166016,8.819052696228027,98.22821044921876
Norway,2013,44.53900146484375,8.767302513122559,97.95703887939452
Norway,2014,44.97499847412109,8.754433631896973,97.91311645507812
Norway,2015,45.52299880981445,8.77166748046875,97.95105743408205
Norway,2016,44.70800018310547,8.53862190246582,98.054443359375
Norway,2017,44.196998596191406,8.37570858001709,98.11829376220705
Norway,2018,44.47200012207031,8.372380256652832,98.01973724365234
Norway,2019,42.86600112915039,8.015732765197754,97.93768310546876
Norway,2020,41.275001525878906,7.672966957092285,98.5160675048828
Norway,2021,41.05799865722656,7.591970920562744,99.31903076171876
Norway,2022,40.83300018310547,7.482962608337402,98.64530181884766
United Kingdom,1990,601.945068359375,10.492722511291504,1.7920249700546265
United Kingdom,1991,609.4126586914062,10.588316917419434,1.6228938102722168
United Kingdom,1992,593.845947265625,10.28852081298828,1.9654871225357056
United Kingdom,1993,579.612548828125,10.01732063293457,1.7702949047088623
United Kingdom,1994,574.0169067382812,9.896297454833984,2.13743257522583
United Kingdom,1995,566.158935546875,9.73540496826172,1.9797283411026
United Kingdom,1996,586.7606811523438,10.064754486083984,1.6216832399368286
United Kingdom,1997,562.7081298828125,9.627650260925291,2.047508955001831
United Kingdom,1998,568.543701171875,9.697671890258787,2.3848252296447754
United Kingdom,1999,561.6495971679688,9.545587539672852,2.613065242767334
United Kingdom,2000,569.03369140625,9.63527488708496,2.6282289028167725
United Kingdom,2001,577.9705810546875,9.748509407043455,2.479403257369995
United Kingdom,2002,560.273193359375,9.409910202026367,2.8716042041778564
United Kingdom,2003,571.6187744140625,9.555584907531738,2.684513092041016
United Kingdom,2004,573.4297485351562,9.530166625976562,3.5895612239837646
United Kingdom,2005,570.33837890625,9.412128448486328,4.250031471252441
United Kingdom,2006,567.8456420898438,9.301154136657717,4.556095600128174
United Kingdom,2007,559.5664672851562,9.093339920043944,4.959552764892578
United Kingdom,2008,544.9324340820312,8.785364151000977,5.640683174133301
United Kingdom,2009,494.1076965332031,7.90493631362915,6.699224948883057
United Kingdom,2010,511.9045715332031,8.1246337890625,6.8523268699646
United Kingdom,2011,469.71331787109375,7.395978450775146,9.565997123718262
United Kingdom,2012,487.4767761230469,7.621530055999756,11.333718299865724
United Kingdom,2013,477.61126708984375,7.417546272277832,14.851512908935549
United Kingdom,2014,438.80706787109375,6.764832973480225,19.081283569335938
United Kingdom,2015,422.4607849121094,6.4614129066467285,24.59940528869629
United Kingdom,2016,399.4301452636719,6.061766147613525,24.473731994628903
United Kingdom,2017,387.36712646484375,5.837845325469971,29.238365173339844
United Kingdom,2018,379.7297668457031,5.688624382019043,32.999759674072266
United Kingdom,2019,364.7532653808594,5.435077667236328,36.596473693847656
United Kingdom,2020,326.2632141113281,4.844160079956055,43.06478118896485
United Kingdom,2021,342.3655700683594,5.059431076049805,39.78239822387695
United Kingdom,2022,311.1180114746094,4.563231945037842,41.61069869995117
United States,1990,5131.7607421875,20.25374794006348,10.917162895202637
United States,1991,5076.41259765625,19.79328727722168,10.741865158081056
United States,1992,5178.76953125,19.94857215881348,9.729862213134766
United States,1993,5279.52001953125,20.10225486755371,10.270780563354492
United States,1994,5361.86328125,20.19725799560547,9.53238296508789
United States,1995,5425.83740234375,20.230127334594727,10.601638793945312
United States,1996,5601.09423828125,20.67887306213379,11.360623359680176
United States,1997,5673.1435546875,20.74518203735352,11.453280448913574
United States,1998,5736.35986328125,20.77493095397949,10.14799690246582
United States,1999,5800.28125,20.80553436279297,9.8608980178833
United States,2000,6023.15771484375,21.397859573364254,9.229898452758787
United States,2001,5903.56201171875,20.766742706298828,7.513205528259277
United States,2002,5947.8193359375,20.718021392822266,8.749216079711914
United States,2003,6006.43994140625,20.71842765808105,9.025211334228516
United States,2004,6111.544921875,20.873743057250977,8.733410835266113
United States,2005,6126.9033203125,20.718830108642575,8.74946403503418
United States,2006,6045.326171875,20.23674201965332,9.418474197387695
United States,2007,6121.54248046875,20.28046989440918,8.398409843444824
United States,2008,5919.22119140625,19.40917205810547,9.180943489074709
United States,2009,5486.10400390625,17.810670852661133,10.547689437866213
United States,2010,5669.25,18.225419998168945,10.318089485168455
United States,2011,5538.97314453125,17.63414192199707,12.466524124145508
United States,2012,5331.46728515625,16.81239128112793,12.184118270874023
United States,2013,5473.43603515625,17.098569869995117,12.831114768981934
United States,2014,5531.38525390625,17.11891746520996,13.35031032562256
United States,2015,5368.49658203125,16.461393356323242,13.626134872436523
United States,2016,5245.36181640625,15.93465805053711,15.288092613220217
United States,2017,5195.41748046875,15.63920783996582,17.451526641845703
United States,2018,5361.236328125,16.000991821289062,17.449989318847656
United States,2019,5235.912109375,15.500492095947266,18.29462432861328
United States,2020,4689.95361328125,13.816895484924316,20.315692901611328
United States,2021,5020.11083984375,14.758024215698242,20.742870330810547
United States,2022,5055.40283203125,14.802046775817873,22.35046768188477
